name,sex,total
קסאי,F,17
שועיב,M,17
נפך,F,17
אוקטאי,M,17
אוקה,M,17
עוסמן,M,17
גוויל,F,17
נאגח,F,17
עתיה,F,17
מויזס,M,17
אסואר,F,17
זוייה,F,17
פאג'ר,F,17
דוחי,M,17
מתן-חיים,M,17
אסייה,M,17
מוטקה,M,17
דללין,M,17
מלך,F,17
רמאל,M,17
ראפיף,F,17
ישראלית,F,17
רויי,M,17
איבתהאג,F,17
שאריף,M,17
אולביה,F,17
איראדה,F,17
איקו,M,17
איקה,M,17
שת,M,17
לטפי,M,17
ששיטו,F,17
סהייב,M,17
סואלי,F,17
אוטרי,M,17
מכרם,F,16
פייאד,M,16
אלבין,M,16
אשגריה,M,16
רמי,F,16
ג'מיעה,F,16
חואטו,M,16
איפתיסם,F,16
עבדאלחלים,M,16
שאשיטו,F,16
ניגיסט,F,16
ציצינו,F,16
לי-עד,M,16
ניוה,F,16
רונאלד,M,16
רון-אל,M,16
סאכר,M,16
פרבין,F,16
איכרם,F,16
קסאיי,F,16
שלבה,M,16
דבריטו,F,16
סילוי,F,16
רהפ,F,16
יהעלם,M,16
פאדה,F,16
מוחרם,M,16
מתילד,F,16
מומין,M,16
סילס,M,16
יקתרינה,F,16
גילס,M,16
רומיאל,M,16
בנא,F,16
רכאז,F,16
שרהאן,F,16
גוהן,M,16
נצאנט,F,16
נצ'ו,M,16
אטינקוט,M,16
משוש,F,16
ריוה,F,16
תאמים,M,16
אגון,M,16
קנדי,F,16
קהרמאן,F,16
סינאם,F,16
ראינה,F,16
טורל,M,16
מוהלל,M,16
יהאל,F,16
מרין,M,16
אסגד,F,16
רבחה,F,16
ווטאן,F,16
אנתסר,F,16
אדגרד,M,16
אחמד,F,16
בסריון,M,16
לאה-ליאת,F,16
עוטמאן,M,16
מונס,M,16
אסמת,F,16
זוהיירה,F,16
מועאוויה,M,16
אסמרץ,F,16
וובסרה,F,16
עקרם,M,16
שולום,M,16
היכל,F,16
אוסמאן,M,16
מהלט,F,16
זייס,M,16
קאסייה,F,16
איליאנא,F,16
מדלינה,F,16
עבדולה,M,16
גויל,F,16
מוסעד,M,16
מועדי,M,16
וולרי,F,16
רואיידה,F,16
מרילנה,F,16
גולני,M,16
כריסתינה,F,16
דניזה,F,16
מור-מרדכי,M,16
זהרית,F,16
זהרואן,F,16
מריאה,F,16
ווגר,M,16
סג'יע,M,16
גובראיל,M,16
נסיל,F,16
ווהבי,M,16
בראנה,F,16
יולינה,F,16
אנינה,F,16
אסרסץ',F,16
רז'ין,F,16
אברון,M,16
דולפין,F,16
מוראם,F,16
בראדלי,M,16
אליסבט,F,16
סידוניה,F,16
ברהן,F,16
ברהם,M,16
קאנאו,M,16
שווק,F,16
נברט,M,16
אנטסר,F,16
זלאלם,M,16
מרים,M,16
מורני,F,16
בינאן,M,16
מריאל,M,16
בידאא,F,16
ברטינה,F,16
זליק,M,16
אחיעם,M,16
מארלא,F,16
מארה,M,16
מאלק,M,16
נגח,F,16
אברהם-חיים,M,16
פארידה,F,16
ביסאל,F,16
גולנורה,F,16
שרחביל,M,16
קלקידן,M,16
אייבן,M,16
בייה,M,16
דאבה,F,16
גדעאן,M,16
גריר,M,16
נגש,M,16
תאימא,F,16
רישארד,M,16
וואטין,F,16
זיסו,M,16
וופיקה,F,16
אכלס,F,16
כראמה,M,16
רכס,M,16
מרטון,M,16
נתיבה,F,16
מטיקה,F,16
סירינה,F,16
רובנס,M,16
דוריאנה,F,16
מטוקו,M,16
עזו,M,16
ברנדן,M,16
ברנדל,F,16
וואלה,F,16
נהד,F,16
אורי-אל,M,16
תחריר,M,16
אייאסו,M,16
פדור,M,16
קלרט,F,16
ירושלם,F,16
אביעם,M,16
מיאד,M,16
יורית,F,16
שמחו,M,16
יערב,M,16
סגל,F,16
ניריה,M,16
אינדיה,F,16
טדפה,F,16
אזנג,F,16
עמיליה,F,16
מראון,M,16
שחרי,M,16
אלזהרא,F,16
צדק,M,16
כיתאם,F,16
יאווה,F,16
רוד,M,16
ארגוואן,F,16
מאג'יד,M,16
עלמצהיי,F,16
גברא,M,16
וג'וד,F,16
לרון,M,16
סורי,M,16
יזבלה,F,16
עמאדאלדין,M,16
עלקי,F,16
ריבא,F,16
סארין,F,16
איתיה,M,16
ייטב,F,16
פרהנאז,F,16
למעה,F,16
אומן,F,16
לודויג,M,16
אינזה,F,16
תאויל,F,16
לנואל,F,16
נווית,F,16
נהרואן,F,16
ז'רום,M,16
אבינועם,F,16
חמאמה,F,16
אלול,M,16
כלסום,F,16
כלאפו,M,16
איחלס,F,16
איזרו,M,16
סלוואן,F,16
דמקץ',F,16
מספינט,M,16
מיידה,F,16
שיקו,M,16
ויאלטה,F,16
פריז,M,16
אמרן,M,16
אלמוש,F,16
צחלה,F,16
גבינש,F,16
הילת,F,16
ללא,F,16
עלמוורק,F,16
רשדיה,F,16
מיימנה,F,16
מיימונה,F,16
ארטורו,M,16
רחב,F,16
יעקבה,F,16
צאלח,M,16
לירם,F,16
אוגט,F,16
גנת,F,16
גנעשא,F,16
סוסו,F,16
אמנדא,F,16
נוראלהודא,F,16
ואטין,F,16
נולאן,M,16
אביאסף,M,16
בונה,F,16
בונא,F,16
אבידר,M,16
טרלן,M,16
אמיתיי,M,16
עלואן,M,16
חור,M,16
עלאה,M,16
עלאאדין,M,16
לימור,M,16
ג'והן,M,16
שמעוני,M,16
פורטון,F,16
שי-שלמה,M,16
סאברה,F,16
אורי-משה,M,16
מילאא,F,16
בוכור,M,16
טיראן,F,16
טינטין,F,16
איאר,F,16
נוריס,F,16
אמיליאן,M,16
אמיליא,F,16
אמיל,F,16
שגה,F,16
ראוידה,F,16
אזה,F,16
רולנדו,M,16
תחריד,F,16
תורכייה,F,16
פיסהה,M,16
סאדן,F,16
רחל-לאה,F,16
ריאד',M,16
איזאק,M,16
רפאעי,M,16
רביח,M,16
אלסדיק,M,16
ניעמת,F,16
לייאל,F,16
ליי,F,16
אמוויש,F,16
נזר,F,16
קלב,F,16
בהאר,F,16
ראנייא,F,16
הומא,F,16
מניסה,F,16
טרונך,M,16
סלסבילה,F,16
תגסת,F,16
טרודי,F,16
טקקל,F,16
מיקלוש,M,16
שפיגה,F,16
איסו,M,16
טאקלה,F,16
האידי,F,16
ג'וספין,F,16
שבת,M,16
ליואא,M,16
נורמן,F,16
עבאד,M,16
רפיה,F,16
גנה,M,16
ליוי,M,16
ג'ורג'יית,F,16
צ'קלה,M,16
אווילין,F,16
בבו,M,16
בבה,F,16
כאתיה,F,16
כאמיליא,F,16
ארנסטינה,F,16
שימון,M,16
ויטא,F,16
בהאן,F,16
טירנית,F,16
ריסי,F,16
ממי,F,16
טל-שחר,F,16
טל-אל,F,16
פרי-אל,F,16
וילנה,F,16
ריאבאל,M,16
פיליפה,M,16
ארש,M,16
טמורי,M,16
נימאר,M,16
ינסאו,F,16
גמאר,F,16
גמלה,F,16
ג'יסלה,F,16
ניברט,M,16
ניטה,F,16
ראודור,M,16
ג'סוב,M,16
שפאעה,F,16
נילא,F,16
ג'רי,F,16
מישו,M,16
רמדן,M,16
וירגיניה,F,16
באוקטו,M,16
ולאדי,M,16
מל,M,16
שייה,M,16
גיום,M,16
סאלמי,F,16
ראסן,M,16
אסטברק,F,16
מתין,F,16
בנט,M,16
משאל,M,16
רוהאן,F,16
אשרי,F,16
ונוס,F,16
ולים,M,16
צבריה,F,16
מלווינה,F,16
ולה,F,16
פריבורז,M,16
סהל,M,16
שתוה,F,16
יסעור,M,16
גלעד,F,16
אתמאר,F,15
שיילו,F,15
פייט,F,15
ולאה,F,15
שווקת,M,15
פרנציסקה,F,15
יוכבת,F,15
סידר,F,15
בראק,M,15
עציונה,F,15
מהיב,M,15
דבינה,F,15
דבלט,F,15
יוהאניס,M,15
מלקם,M,15
מלפיה,F,15
שיך,M,15
מירם,F,15
יסף,M,15
ג'קומו,M,15
סדקי,M,15
יעוז,M,15
רקאד,M,15
אשואג,F,15
גיוליה,F,15
סאי,F,15
רחמים-רמי,M,15
חוגי,M,15
נייג'ל,M,15
ג'נבייב,F,15
ג'נוה,F,15
לי-דור,M,15
לי-מור,F,15
מלקות,F,15
יוזה,M,15
חיות,F,15
עופרת,F,15
נסריה,F,15
נסיים,F,15
זינט,F,15
זינש,F,15
אנרם,F,15
ריעאן,M,15
שאשע,F,15
שבבאו,M,15
אבוחי,M,15
שולים,M,15
רויאם,F,15
סבליי,M,15
גינאדי,M,15
און,F,15
ברהני,F,15
דסלן,M,15
מוגוס,M,15
דילבר,F,15
באסלה,F,15
מנאלה,M,15
ריממה,F,15
הנאה,F,15
חוטר,M,15
לורינא,F,15
פראת,M,15
חסד,F,15
אדילה,F,15
עפנאן,M,15
אניאלה,F,15
רסלן,M,15
גינענדיל,F,15
סבינג',F,15
פיליף,M,15
ריאאם,F,15
וילן,M,15
עין,F,15
שתיה,F,15
טל-חיים,M,15
יקיין,F,15
שלינה,F,15
נג'וואן,F,15
מברוק,M,15
זיאנה,F,15
אסובלו,M,15
שלבי,F,15
אייתן,M,15
אילושה,M,15
סילוואן,F,15
סילבאן,M,15
רנת,M,15
מוזיאן,F,15
סקיילר,F,15
זיק,M,15
מוזנא,F,15
נאדירה,F,15
רבית,F,15
תיסייר,M,15
ג'ראח,M,15
לורון,M,15
נילס,M,15
נייה,F,15
ישראל,F,15
יהושע-שי,M,15
אליציה,F,15
נס-לי,F,15
גוואנה,F,15
חיל,F,15
לאמיתא,F,15
מיננה,F,15
ארסטה,F,15
רטיבה,F,15
עינאיאת,F,15
הנריקה,F,15
ניגיאר,F,15
ג'ים,M,15
מנדר,F,15
ברייני,F,15
מאסטוול,F,15
בריה,F,15
מאריא,F,15
מאריתה,F,15
קראון,F,15
אד,M,15
מוחמדין,M,15
סימאר,M,15
מנואר,M,15
מנווא,F,15
ויין,M,15
הרדוף,F,15
חאתם,F,15
ענברה,F,15
וואסם,M,15
נפאל,F,15
צופיא,F,15
נאג'ד,M,15
קנן,M,15
קנדלה,F,15
מתן-משה,M,15
רוסליה,F,15
זמד,F,15
אנזליקה,F,15
אליושה,M,15
יראון,M,15
דמלש,M,15
דמטרי,M,15
דמיד,M,15
רולי,F,15
אלדמע,F,15
איסעאף,F,15
חבקוק,M,15
רונה,M,15
זויא,F,15
זוכרה,F,15
קדר,M,15
דרלין,F,15
נגיסטה,F,15
אנחלה,F,15
אנולה,F,15
אגוד,M,15
איינה,F,15
איינהו,M,15
תמרי,M,15
אמאן,M,15
אלענה,F,15
נימרה,F,15
עייאשה,F,15
עיוש,F,15
עיאדה,F,15
סלמלק,M,15
סלמנש,F,15
קחבר,M,15
שיבת,F,15
גמרה,F,15
עאשה,F,15
ליחי,F,15
שיאן,F,15
אלה-לי,F,15
כורם,M,15
עבטאן,M,15
חסניה,F,15
פטאם,F,15
לדיסיה,F,15
עבדאלפתאח,M,15
סגל,M,15
רכאד,F,15
נץ,M,15
קלבה,F,15
עיניה,F,15
תכלת,M,15
רפידה,F,15
עומאיר,M,15
אור-חן,F,15
רומיאל,F,15
רישה,F,15
תאייר,M,15
נדאל,M,15
שלף,M,15
פרשיד,M,15
סינאא,F,15
בנדיקט,M,15
משב,M,15
אטנקוט,M,15
פריהוט,F,15
הליה,F,15
ציורי,F,15
לוני,F,15
בואדי,F,15
רשיקה,F,15
עדינו,M,15
זוזט,F,15
עבדוללה,M,15
עוטר,F,15
תיאסיר,M,15
היידן,M,15
שמגר,M,15
אנדראו,M,15
מאלא,F,15
הונניאו,M,15
רומא,M,15
ריפעאת,M,15
חרות,M,15
אביבי,M,15
נזלי,F,15
מסוד,M,15
ידידה,M,15
קודס,F,15
בלאינך,M,15
צח-יצחק,M,15
סטיוון,M,15
גרדה,F,15
פתייה,F,15
ברנו,M,15
נקדימון,M,15
נצן,M,15
ירבבו,F,15
פרנז,F,15
טרקו,M,15
שי-שמואל,M,15
אולינה,F,15
אורסיו,M,15
עטואה,M,15
סינטיהו,F,15
זנטה,F,15
עמישדי,M,15
שיריאל,F,15
וונדים,M,15
וונדמו,M,15
רנט,F,15
מאדי,F,15
מאהה,F,15
שהראם,M,15
ברצ'קו,F,15
יזבלם,F,15
סרקלם,F,15
עיראן,M,15
פנטאיה,F,15
רשביל,M,15
כלייר,F,15
ראלי,M,15
בירגיט,F,15
בירהן,M,15
נשאאת,M,15
אור-ים,M,15
עלמצהאיי,F,15
בשן,M,15
נואהד,F,15
אהל,M,15
עמיטל,M,15
זעים,M,15
בינם,M,15
לונאר,F,15
ניצוך,F,15
ניצחיה,F,15
עדריאל,M,15
הזל,F,15
סנדקה,M,15
מסטוואל,M,15
מריאמי,F,15
עזריקם,M,15
גברו,M,15
ראחלה,F,15
אסתר-מלכה,F,15
רובייר,M,15
ססר,M,15
מייאן,F,15
מערבי,M,15
מעיופה,F,15
שמעי,M,15
שמעיהו,M,15
בוסתן,M,15
פיקרה,F,15
גוריה,F,15
סיפן,F,15
אבנית,F,15
אורגל,F,15
כפיה,F,15
סבה,M,15
דוניאנא,F,15
חמדן,M,15
ח'מיסה,F,15
הלאל,F,15
חופני,M,15
תפארה,F,15
פודא,F,15
אוביט,F,15
סורלה,F,15
פגר,F,15
מזגבו,M,15
אומנייה,F,15
אנאא,F,15
פריסה,F,15
סירג',M,15
אפתיחאר,F,15
עאאד,M,15
האגוב,M,15
פלר,F,15
רוגין,F,15
רוגינא,F,15
סלבטור,M,15
מזמור,M,15
מחבה,F,15
אטקילט,F,15
צ'ילוט,M,15
יטייש,F,15
ראזק,M,15
סיתונית,F,15
עוגן,F,15
אורגוואן,F,15
ע'אדה,F,15
ג'דעאן,M,15
ג'אהן,F,15
טגאו,M,15
אזיז,M,15
גילאון,M,15
שריד,M,15
ח'וריה,F,15
אמלקו,M,15
נופא,F,15
מקבול,M,15
חזאם,M,15
חזקאל,M,15
לוזיאנה,F,15
גאשו,M,15
מחסנה,F,15
מחפוד,M,15
מחרז,M,15
סלאווא,F,15
סונדיס,F,15
עלינא,F,15
רונילי,F,15
בטול,F,15
מקונט,M,15
יאל,F,15
נוני,F,15
נוני,M,15
ג'ברא,M,15
ג'בראן,M,15
יטנברש,F,15
גראח,M,15
יחזקל,M,15
רזלן,F,15
וז'ה,M,15
אציק,M,15
נשידה,F,15
כמר,F,15
כנזי,F,15
גוסטאבו,M,15
גוסיאן,F,15
ליראז,F,15
בטחה,F,15
אבבו,M,15
אלגה,F,15
תרוות,M,15
פלורידה,F,15
נסאף,F,15
גיסון,M,15
חצב,M,15
זימבול,F,15
מדיין,F,15
צביחה,F,15
לי-אב,M,15
גלעדי,M,15
רודשל,M,15
קייד,M,15
פייביש,M,14
אתי-אסתר,F,14
מלווין,M,14
מירצ'ה,M,14
מלכיה,F,14
ראובת,F,14
ג'נת,F,14
ניחה,F,14
קיים,M,14
לי-נס,F,14
אמאליא,F,14
טמרט,M,14
טלמה,F,14
סיימור,M,14
יוחים,M,14
ברה,F,14
זינאש,F,14
נבי,M,14
ספירו,M,14
מהאני,F,14
בסמללה,F,14
סאייד,M,14
כאיס,M,14
באנצ'יגזה,F,14
ליאא,F,14
יאיל,M,14
תג'ויד,F,14
דורותה,F,14
מקי,M,14
ואילה,F,14
ח'ייריה,F,14
אוגני,F,14
ג'דוע,M,14
אביץ',M,14
יאלו,M,14
ייגור,M,14
עלמנאו,M,14
דריס,M,14
זאד,F,14
זאדת,F,14
ביהאן,F,14
ג'וג'ו,M,14
קתיבה,M,14
שדה,F,14
סוסאנה,F,14
שטערנה,F,14
קלימנטי,M,14
פסיל,F,14
ציבי,F,14
אלמזן,F,14
גבייאו,M,14
גבאר,M,14
ביזונש,F,14
קוסטיה,M,14
מטאוע,M,14
קלמו,M,14
יאזאן,M,14
גבייהו,M,14
ראחיק,F,14
גונא,F,14
גונל,F,14
כפאיא,F,14
נרלי,F,14
חלידה,F,14
עוודה,M,14
אוראליה,F,14
ליש,M,14
נוחם,M,14
אינז,F,14
גילאל,M,14
ראשון,M,14
פנואל,M,14
אמלמאל,F,14
בז'נה,F,14
בזואייהו,F,14
ביאדגלין,M,14
ארבין,M,14
גאסן,M,14
האבטו,M,14
סולמאן,M,14
יאבגני,M,14
הזר,F,14
אלוינה,F,14
מזנה,F,14
מחאמד,M,14
רלי,M,14
יטברק,M,14
נירו,M,14
צחור,M,14
שירי,M,14
אפרתה,F,14
פבריציו,M,14
קלריטה,F,14
מזין,F,14
יאלמוורק,F,14
זרמה,F,14
טגן,M,14
טגנייה,M,14
אנאאל,F,14
דורו,M,14
סירג',F,14
דורוטי,F,14
מזלטוב,F,14
שחלה,F,14
מרגה,F,14
ג'והר,F,14
אודאל,M,14
חאמזי,M,14
רייצה,F,14
חוסאן,M,14
יאור,M,14
תפאחה,F,14
ז'ראר,M,14
קורט,M,14
מושקה,F,14
ביל,M,14
אנאור,M,14
ואפד,M,14
ואקד,M,14
יזאק,M,14
צ'אד,M,14
עאכף,M,14
ג'וליטה,F,14
אמיני,F,14
בוריסלבה,F,14
אורחן,F,14
טיבבו,M,14
סבאר,M,14
צ'אלאצ'או,M,14
צ'ומה,F,14
לקץ',F,14
קרלין,F,14
ברקן,F,14
זביידה,F,14
זבלו,M,14
יאסיר,M,14
חמדאלה,M,14
דנאי,F,14
אייאנאו,M,14
אביו,M,14
ז'ולייטה,F,14
עמיאלה,F,14
היתאף,F,14
חטאם,F,14
לוג'יאן,F,14
אסתרינה,F,14
אעמר,M,14
אסרר,F,14
מושאיל,M,14
דניאלי,M,14
מיחאי,M,14
מיטא,F,14
ניעמאן,M,14
רבי,F,14
סדל,F,14
אירסיל,M,14
אכתמאל,F,14
שרחה,F,14
שאוגי,M,14
רייחן,F,14
אנגאו,M,14
סרינא,F,14
קלתום,F,14
זהא,F,14
ראביה,F,14
ראג'א,F,14
גנענדל,F,14
רג'אא,M,14
פקרו,M,14
חאלוד,F,14
ראבי,M,14
גייא,M,14
אלהן,M,14
צגאנש,F,14
צגרדה,F,14
מייסר,M,14
נקאא,F,14
מרימאר,F,14
אייהאם,M,14
אייהו,M,14
פרלין,F,14
אברך,M,14
מורגאן,M,14
אינדיס,F,14
לואל,M,14
אבשג,F,14
בכרי,M,14
מוצטפה,M,14
אסראה,F,14
שוריק,M,14
מוקיד,M,14
קריסתין,F,14
אנג'ילה,F,14
היוון,F,14
היוות,F,14
כריסטו,M,14
פנטאי,F,14
ליידי,F,14
נז'אח,F,14
נוריה,M,14
לייף,M,14
ז'וזה,M,14
ארטמיי,M,14
איסאר,M,14
עטף,F,14
אירוין,M,14
שרת,M,14
פח'רייה,F,14
תורקי,M,14
שמוך,F,14
עמשה,F,14
אהדא,F,14
אהרוני,M,14
אהוד,F,14
דוהא,F,14
קמר,M,14
מרלין,M,14
קאוטר,F,14
נדינה,F,14
שאמל,M,14
מאייר,M,14
סטיי,M,14
זממו,F,14
זמינה,F,14
אדמס,M,14
אליאט,F,14
כרמלי,F,14
אור-יוסף,M,14
גיליל,M,14
ירדאו,M,14
אביגל,M,14
איזדהר,F,14
אטר,F,14
רשאן,F,14
מסגנו,M,14
לייזה,F,14
אמחמד,M,14
לייאן,F,14
אודיה,M,14
אזדהר,F,14
טג'ו,M,14
סנדרא,F,14
יהאלי,F,14
זוהאר,M,14
שירין,M,14
מועטאז,M,14
דסאלן,M,14
דסאש,F,14
ססילי,F,14
סנאר,F,14
הלייל,M,14
הליין,F,14
לוסינדה,F,14
מילדה,F,14
סאף,M,14
ריסאם,F,14
רשלין,F,14
פאטום,F,14
זוהרי,F,14
אסנאת,F,14
בליהון,M,14
אנדלו,M,14
אדראג'ו,M,14
שוקרייה,F,14
רואעה,F,14
ארייה,M,14
דיוה,F,14
דנבולו,F,14
ליויו,M,14
עינם,F,14
עינר,M,14
אושיר,M,14
סולו,M,14
סולומיה,F,14
עיאת,F,14
ג'ורג'י,M,14
אור-דוד,M,14
רישאר,M,14
טהאר,M,14
אנדריאנה,F,14
נגט,M,14
ליטב,F,14
סאדיק,M,14
כוות'ר,F,14
הובא,F,14
פאוז,F,14
קנאנה,F,14
רדאי,M,14
יוספי,M,14
יוסר,M,14
גדפאו,M,14
גדם,F,14
טאבע,F,14
אישי,M,14
אליזבתה,F,14
גוטע,F,14
מילאני,F,14
אמבצ'או,M,14
דמלאו,M,14
סבירה,F,14
אגמית,F,14
שכרי,M,14
קנדי,M,14
מוללין,M,14
אמג'אד,F,14
אלפא,F,14
אלפטינה,F,14
עטרשאן,F,14
סלנה,F,14
טרוי,M,14
גנאל,F,14
גנאם,M,14
אמגאד,F,14
חכימה,F,14
חים,M,14
שועאע,M,14
אסטילה,F,14
אגזאו,M,14
ספוואן,M,14
קאמי,M,14
סיאלו,F,14
דנסה,F,14
גין,M,14
ישמבט,F,14
רולי,M,14
גטנת,M,14
אזאוונט,F,14
ג'יאהד,M,14
ג'זאלה,F,14
וילהלם,M,14
ג'ילבר,M,14
ראדו,M,14
ג'יי,F,14
האימאנוט,F,14
מנון,F,14
מנדריה,F,14
רואאיה,F,14
אחיאב,M,14
פרומיט,F,14
טוודרוס,M,14
בריטו,F,14
פלי,M,14
איימאר,M,14
פרנסיסקה,F,14
ראיס,M,14
ג'לאן,F,14
ניאר,M,14
ג'יסיכא,F,14
ארסלן,M,14
קטלה,M,14
מאסאל,F,14
קרה,F,14
מארייא,F,14
מאריס,F,14
דרו,M,14
וולדה,M,14
נאאיל,M,14
בהאי,M,14
פטפט,F,14
וייצ'סלב,M,14
וייצמן,M,14
לורדנה,F,14
נינת,F,14
שארי,F,14
דדו,M,14
אחסו,F,14
איירי,M,14
שרא,F,14
נסאיים,F,14
חיאל,M,14
אלייאן,F,14
אלייז'ה,M,14
לאית',M,14
אייתן,F,14
מינצא,F,14
וסיפה,F,14
הנריית,F,14
שומרי,M,14
מוואדה,F,14
סילוה,F,14
סיירה,F,14
ערף,M,14
זורה,M,14
בניה,F,14
דאלה,F,14
אנטיסאר,F,14
בנין,M,14
מיק,M,14
בבי,M,14
כאמיל,M,14
כאתרינה,F,14
אלאי,M,14
לוראנס,M,14
רבחייה,F,14
מנג'ד,M,14
ארקיהון,M,14
ארקם,M,14
תרה,F,14
ג'רמיה,M,14
חווא,F,14
חואא,F,14
ג'מרה,M,14
ניגוסה,M,14
דיראר,M,14
וויאן,F,14
מאשי,F,14
שווכת,M,14
קאמילה,F,14
מוגירה,M,14
דיליארה,F,14
אש,M,14
באסמלה,F,14
מיראג,F,14
לוריאל,F,14
רימן,F,14
שייאל,F,14
ענר,F,14
אדיסלם,F,14
אניבל,M,14
אילין,M,14
סיוור,F,14
סידי,F,14
איתהאל,F,14
רבבה,F,14
רבו,M,14
תיריזא,F,14
הבטה,F,14
טאטיינה,F,14
טאיו,M,14
הבאת,F,14
איעתידאל,F,14
אבובאקר,M,14
טמיר,F,14
אדברד,M,14
ספידה,F,14
אטהון,F,14
דאלאל,F,14
עותניאל,M,14
אחמאד,M,14
אגר,F,14
אגרו,M,14
פרגה,F,14
מלאת,F,14
בראד,M,14
קאסיה,F,14
ספניה,M,14
מגנניה,F,14
בקה,F,14
מהדר,F,14
סובח,M,14
איקי,M,14
באייש,F,14
סאלוה,F,14
פידאה,F,14
ניהיא,F,14
ציסנה,F,14
ליאונורה,F,14
ביאטריסה,F,14
נשואן,F,14
גוסף,M,14
גאנט,F,14
אורפל,F,14
ריקאן,M,14
מרבין,M,14
אבאנוב,M,14
סמניש,F,14
סנאייט,F,14
נסאל,M,14
שאים,M,14
ראיי,M,14
מהאב,M,14
אלאמר,F,14
גיונאי,F,14
ניחא,F,13
אבבש,F,13
גיורג,M,13
ראסמי,M,13
באמנט,F,13
מירזה,M,13
גלילי,M,13
הדורם,M,13
שראי,F,13
ראייד,M,13
עצמת,F,13
תתיאנא,F,13
מלורי,F,13
אבטמו,M,13
סהירה,F,13
ג'פרסון,M,13
יסרין,F,13
מירלא,F,13
אשגריי,M,13
דייוי,M,13
סמיהן,F,13
דרבבאו,M,13
טולי,M,13
קאסי,F,13
סיטה,F,13
תאליין,F,13
ניו,M,13
רון-אהרון,M,13
מיריה,F,13
רחמי,M,13
טספיה,F,13
דיפאללה,M,13
טמירה,F,13
סודי,M,13
דבאס,M,13
נאסרי,M,13
אדאי,F,13
זיינאלדין,M,13
מהד,M,13
נאפיזה,F,13
בראנדל,F,13
נבאל,M,13
עילם,F,13
רשיל,F,13
גיברין,M,13
גיבריל,M,13
שרית-שרה,F,13
חסא,F,13
עדוויה,F,13
קידנו,M,13
אניאט,F,13
אניאו,M,13
עפאת,F,13
קאנז,F,13
חיימי,M,13
היכל,M,13
עוקאב,M,13
חודיפא,M,13
מירז,F,13
מלשאו,F,13
מנאס,F,13
יני,F,13
ליאס,M,13
ג'ינאת,F,13
ניגאטו,M,13
אוטה,F,13
איבור,M,13
מיקיאס,M,13
באסים,M,13
עוריב,M,13
חתאם,M,13
הדאא,F,13
אנצ'ינאלו,F,13
בסמת,F,13
נבונה,F,13
ארצ'יל,M,13
עינאדיס,F,13
שאר,M,13
גאבור,M,13
לורונס,F,13
ג'ררדו,M,13
אלבצ'או,M,13
כארלוס,M,13
בבי,F,13
נטלייה,F,13
איליזיר,M,13
רסילה,F,13
מוג'יב,M,13
מוהב,M,13
ערבייה,F,13
עראפת,M,13
אדגו,M,13
