name,sex,sector,total
כנאר,F,Druze,81
קרייג,M,Jewish,81
סילינה,F,Muslim,81
נאדיא,F,Druze,81
חמוד,M,Druze,81
פלא,F,Jewish,81
אלפונסו,M,Jewish,81
שהנז,F,Jewish,81
אשכול,M,Jewish,81
ג'ואן,M,Christian-Arab,81
מיאסין,F,Muslim,81
מגיד,M,Muslim,81
פדילה,F,Muslim,81
סול,F,Christian-Arab,81
קליה,F,Jewish,81
היא,F,Christian-Arab,81
למיס,F,Christian-Arab,81
דעאל,M,Jewish,81
רונדה,F,Jewish,81
טנא,F,Jewish,81
אליזבט,F,Christian-Arab,81
רועה,M,Jewish,81
פאדל,M,Druze,81
אמונה,F,Muslim,81
זאיד,M,Druze,81
שירל,F,Jewish,81
סלם,F,Jewish,81
מסרשה,M,Jewish,81
חירייה,F,Muslim,81
נד'אל,M,Muslim,81
מרות,F,Muslim,81
פוזייה,F,Muslim,81
ג'ומנה,F,Muslim,81
גלאור,M,Jewish,80
סמיחה,F,Druze,80
איראידה,F,Jewish,80
קפאיה,F,Muslim,80
ויקטוריה,F,Muslim,80
פיה,F,Jewish,80
נבאל,F,Druze,80
רונזה,F,Muslim,80
אנאיס,F,Jewish,80
קנאו,M,Jewish,80
איזיה,M,Jewish,80
סטפניה,F,Jewish,80
ג'וליט,F,Jewish,80
נאור,F,Jewish,80
ליבנה,F,Jewish,80
היג'ר,F,Muslim,80
אלסיה,F,Jewish,80
אוסנת,F,Druze,80
פהמיה,F,Muslim,80
אננו,F,Jewish,80
ניסמה,F,Muslim,80
וסילה,F,Muslim,80
שאנה,F,Jewish,80
ג'לאל,M,Christian-Arab,80
טלמן,M,Jewish,80
ילון,M,Jewish,80
אום,F,Muslim,80
מילאנה,F,Jewish,80
אורגואן,F,Muslim,80
אלבי,M,Jewish,80
נחל,F,Jewish,80
רוי,F,Jewish,80
חאתם,M,Christian-Arab,80
ליביו,M,Jewish,80
סעדה,F,Druze,80
אלברט,M,Christian-Arab,80
תימור,M,Muslim,80
פרג',M,Christian-Arab,80
עלית,F,Jewish,80
תרין,F,Jewish,79
גירמאו,M,Jewish,79
למיס,F,Druze,79
אדוורד,M,Jewish,79
קסאם,M,Muslim,79
ויולה,F,Jewish,79
לוקס,M,Jewish,79
לליב,F,Jewish,79
אסמירה,F,Jewish,79
מחלוף,M,Jewish,79
אלמה,F,Christian-Arab,79
קאזם,M,Muslim,79
תקווא,F,Muslim,79
דדי,M,Jewish,79
אליאנא,F,Muslim,79
חיריה,F,Muslim,79
תיראן,M,Druze,79
פראדי,F,Jewish,79
לואיס,F,Jewish,79
פראדיל,F,Jewish,79
שנון,F,Jewish,79
אלמא,F,Christian-Arab,79
ג'ין,F,Jewish,79
עורוב,F,Muslim,79
סנדרה,F,Muslim,79
סמאח,F,Christian-Arab,79
רג'ינה,F,Jewish,79
לדה,F,Jewish,79
סולטאנה,F,Muslim,79
מזהר,M,Muslim,79
איאל,M,Druze,79
פואז,M,Druze,79
כמוס,M,Jewish,79
ג'ייד,F,Jewish,79
קאמי,F,Jewish,79
מיסא,F,Christian-Arab,79
קלודיה,F,Jewish,79
ג'והרה,F,Druze,79
מרלן,F,Muslim,79
גאל,M,Jewish,79
עדן,M,Muslim,79
רגא,M,Muslim,79
דסאלין,M,Jewish,78
דינור,F,Jewish,78
מוזין,F,Muslim,78
רזל,F,Muslim,78
מרח,F,Christian-Arab,78
איליה,F,Muslim,78
נורברטו,M,Jewish,78
לימאר,F,Druze,78
גזאל,M,Muslim,78
בינת,F,Jewish,78
צחית,F,Jewish,78
מורגן,F,Jewish,78
אוגניה,F,Jewish,78
סינתיה,F,Jewish,78
ג'וי,F,Christian-Arab,78
ח'אלד,M,Christian-Arab,78
חכמת,F,Muslim,78
זולטן,M,Jewish,78
עדילה,F,Muslim,78
אוון,M,Jewish,78
ריילי,F,Jewish,78
בשרא,F,Muslim,78
חיסן,F,Muslim,78
אמטאנס,M,Christian-Arab,78
דהב,F,Muslim,78
תמוז,F,Jewish,78
גאלה,F,Jewish,78
יהלה,F,Jewish,78
טריק,F,Jewish,78
לליאן,F,Muslim,78
איח'לאס,F,Christian-Arab,78
סיטוטאו,M,Jewish,78
סעד,M,Druze,78
קרמל,F,Muslim,78
רחמיאל,M,Jewish,78
וודחה,F,Muslim,78
סטוטאו,M,Jewish,78
קותר,F,Muslim,78
סניורה,F,Muslim,78
איננה,F,Jewish,78
מדונה,F,Jewish,78
שושנה,F,Muslim,78
אלינור,F,Christian-Arab,78
ג'ואנא,F,Muslim,78
עונג,F,Jewish,78
כנאן,M,Druze,78
אסמרו,F,Jewish,78
הדס,M,Jewish,78
בראהים,M,Muslim,78
צוהיב,M,Muslim,78
ירונה,F,Jewish,78
צ'קולה,F,Jewish,78
בדיע,M,Christian-Arab,78
אלבר,M,Jewish,78
בלקיס,F,Druze,78
מרינה,F,Christian-Arab,78
אלרון,M,Jewish,77
באדרה,F,Christian-Arab,77
לורה,F,Muslim,77
שיפה,F,Muslim,77
גיה,F,Jewish,77
יאשיהו,M,Jewish,77
תאלין,F,Christian-Arab,77
אמרי,F,Jewish,77
שי-יה,F,Jewish,77
כרמי,M,Druze,77
עינאיה,F,Muslim,77
אליאם,M,Jewish,77
סערל,F,Jewish,77
ג'יהאן,F,Druze,77
סוהאד,F,Christian-Arab,77
גלן,M,Jewish,77
איידה,F,Jewish,77
סביאטוסלב,M,Jewish,77
גאשאו,M,Jewish,77
מישלין,F,Jewish,77
צבחה,F,Muslim,77
אסרס,F,Jewish,77
אוויס,M,Muslim,77
איואן,M,Muslim,77
רושל,F,Jewish,77
ינטה,F,Jewish,77
שרף,M,Muslim,77
ערן,M,Druze,77
מדלנה,F,Jewish,77
נאסרין,F,Muslim,77
ג'מילה,F,Christian-Arab,77
וספי,M,Muslim,77
מופק,M,Muslim,77
נוף,M,Jewish,77
נאילה,F,Druze,77
אנרי,M,Jewish,77
בסמה,F,Christian-Arab,77
אהרונה,F,Jewish,77
אבינדב,M,Jewish,77
נרגיס,F,Muslim,77
יהוסף,M,Jewish,77
צרי,F,Jewish,77
בוורלי,F,Jewish,77
חילמי,M,Muslim,77
מנהל,M,Muslim,77
גורגי,M,Jewish,77
שמס,F,Christian-Arab,77
רוג'ה,M,Christian-Arab,77
לורן,F,Christian-Arab,77
ולד,M,Jewish,76
ריאן,F,Jewish,76
זנבו,F,Jewish,76
אלראי,M,Jewish,76
שבח,M,Jewish,76
רנדה,F,Druze,76
גריס,M,Christian-Arab,76
אילאן,M,Muslim,76
לונא,F,Druze,76
מונירה,F,Christian-Arab,76
מגדה,F,Jewish,76
מי,F,Jewish,76
איטן,M,Jewish,76
מסלם,M,Muslim,76
חשן,F,Jewish,76
ליה,F,Christian-Arab,76
מואהב,F,Muslim,76
גרסיה,F,Jewish,76
גילאור,M,Jewish,76
פרננדה,F,Jewish,76
טוב,F,Jewish,76
טיבריו,M,Jewish,76
ג'וזייף,M,Christian-Arab,76
פרסאן,M,Muslim,76
לבן,M,Jewish,76
מלה,F,Jewish,75
הנריך,M,Jewish,75
ג'קוב,M,Jewish,75
רג'ב,M,Muslim,75
נקדם,F,Jewish,75
אלינור,F,Muslim,75
לי-אור,M,Jewish,75
נאזם,M,Druze,75
בסיל,M,Muslim,75
חיסין,F,Muslim,75
ימאמה,F,Druze,75
נוסייבה,F,Muslim,75
מלאך,F,Muslim,75
טרי,M,Jewish,75
ראזי,M,Christian-Arab,75
מוהיב,M,Muslim,75
מוהדי,M,Muslim,75
רחיב,M,Muslim,75
יאלי,F,Jewish,75
הרשל,M,Jewish,75
נוב,F,Jewish,75
רנן,F,Jewish,75
נוהאד,F,Druze,75
חכים,M,Muslim,75
מרג'אן,F,Muslim,75
רונית,F,Druze,75
יקרת,F,Jewish,75
איוט,F,Jewish,75
נגווא,F,Muslim,75
קנדיס,F,Jewish,75
אמרץ',F,Jewish,75
מלקאמו,M,Jewish,75
נאהי,M,Druze,75
גבי,M,Christian-Arab,75
ליבר,M,Jewish,75
תמנה,F,Jewish,74
מרון,M,Jewish,74
אופליה,F,Jewish,74
סולטנה,F,Muslim,74
קמרן,M,Jewish,74
אלפרדו,M,Jewish,74
סמיח,M,Christian-Arab,74
איילי,F,Jewish,74
סאיל,M,Muslim,74
אנליה,F,Jewish,74
הניא,F,Jewish,74
מרלה,F,Jewish,74
עדאל,M,Muslim,74
סלמה,F,Druze,74
תלא,F,Muslim,74
ראאפת,M,Muslim,74
טבע,M,Jewish,74
פורת,F,Jewish,74
סלמא,F,Druze,74
הנדה,F,Muslim,74
מריאן,F,Druze,74
הילין,F,Muslim,74
רבאב,F,Druze,74
ילי,F,Jewish,74
אשכר,F,Jewish,74
גואן,F,Jewish,74
ערביה,F,Muslim,74
גרישה,M,Jewish,74
בירות,F,Muslim,74
סמהר,F,Muslim,74
צופנת,F,Jewish,74
מרטינה,F,Jewish,74
יחיה,M,Jewish,74
ראדא,F,Jewish,74
שטרנה,F,Jewish,74
רחיל,F,Druze,74
ברנדון,M,Jewish,74
תקי,M,Muslim,74
סאלח,M,Christian-Arab,74
קפאח,F,Muslim,74
אלישר,M,Jewish,74
דיין,M,Jewish,74
קריסטיאן,M,Christian-Arab,73
ציאלה,F,Jewish,73
שמעונה,F,Jewish,73
פורסאן,M,Druze,73
אלינורה,F,Jewish,73
רגאאי,M,Muslim,73
פישל,M,Jewish,73
עלאם,M,Muslim,73
רדא,M,Druze,73
אימי,F,Jewish,73
בלאיינש,F,Jewish,73
שימעון,M,Jewish,73
ינקו,M,Jewish,73
שרלס,M,Jewish,73
נתניה,F,Jewish,73
שאדייה,F,Muslim,73
רייזיל,F,Jewish,73
אידריס,M,Muslim,73
סאלים,M,Muslim,73
דידי,M,Jewish,73
שלדון,M,Jewish,73
פידא,F,Druze,73
היא,F,Druze,73
ח'ייר,M,Muslim,73
ח'וולה,F,Muslim,73
טיגסט,F,Jewish,73
מודי,M,Jewish,73
תנחום,M,Jewish,73
יקוט,F,Jewish,73
אדיל,F,Muslim,73
שוקי,M,Muslim,73
פרימה,F,Jewish,73
אדמון,M,Christian-Arab,73
סבאח,M,Muslim,73
פאוזיה,F,Druze,73
ג'אזי,M,Muslim,73
צוריה,M,Jewish,73
כריסטינה,F,Christian-Arab,73
דאנה,F,Jewish,73
בריהאן,F,Muslim,73
רבין,M,Jewish,73
בושמת,F,Jewish,72
חזנה,F,Muslim,72
מוסיא,F,Jewish,72
נלי,F,Christian-Arab,72
סיג'וד,F,Muslim,72
פימה,M,Jewish,72
הרווה,M,Jewish,72
דיאר,M,Muslim,72
סלמה,F,Jewish,72
נאטלי,F,Jewish,72
רוסנה,F,Jewish,72
סעדייה,F,Muslim,72
ווסאל,F,Muslim,72
ויטו,M,Jewish,72
מיכלי,F,Jewish,72
מורי,F,Jewish,72
סלימן,M,Muslim,72
הנדי,F,Muslim,72
שמס,F,Druze,72
רוזלין,F,Christian-Arab,72
איבון,F,Christian-Arab,72
צדיק,M,Jewish,72
ביירות,F,Muslim,72
מזל,F,Muslim,72
יוסרא,F,Druze,72
יוסור,F,Muslim,72
מאורו,M,Jewish,72
פעסי,F,Jewish,72
ג'רלדין,F,Jewish,72
זאהרה,F,Muslim,72
לירוז,F,Jewish,72
יאן,F,Jewish,72
מולי,M,Jewish,72
אשתיאק,F,Druze,72
איוון,F,Jewish,72
פיאנה,F,Jewish,72
נגב,F,Jewish,72
נג'ם,M,Muslim,72
גביאנש,F,Jewish,72
חודייפה,M,Muslim,72
נאל,M,Muslim,71
לו,F,Jewish,71
פדואה,F,Muslim,71
אסמרה,F,Jewish,71
העני,F,Jewish,71
פליפה,M,Jewish,71
הייא,F,Christian-Arab,71
קינאן,M,Druze,71
מוניב,M,Druze,71
האדי,M,Christian-Arab,71
מאג'דה,F,Christian-Arab,71
פתחיה,M,Jewish,71
ג'ולייטה,F,Jewish,71
לית',M,Muslim,71
נילאן,F,Muslim,71
מלאק,M,Christian-Arab,71
אדי,F,Jewish,71
ענת,F,Muslim,71
ונדה,F,Jewish,71
אנג'לה,F,Christian-Arab,71
קרימה,F,Muslim,71
אימבר,F,Jewish,71
עזי,M,Jewish,71
רויא,F,Muslim,71
רוי,M,Christian-Arab,71
אללין,M,Jewish,71
מעזוזה,F,Muslim,71
הלין,F,Jewish,71
סונה,F,Muslim,71
דונלד,M,Jewish,71
סנאית,F,Jewish,71
אילא,F,Druze,71
ג'ורדנה,F,Jewish,71
יסרא,F,Muslim,71
פרחאן,M,Druze,71
דורין,F,Christian-Arab,71
סוהיילה,F,Christian-Arab,71
וורטאו,M,Jewish,71
זוהריה,F,Muslim,71
ראי,M,Jewish,71
ראהף,F,Muslim,71
נעאם,F,Muslim,71
יודפת,F,Jewish,71
אלאורי,M,Jewish,71
חלף,M,Muslim,71
עינן,M,Jewish,71
נאהד,M,Muslim,71
טורי,F,Jewish,71
עורווה,M,Druze,71
טורפה,F,Muslim,71
נאג'ח,M,Muslim,70
לסלו,M,Jewish,70
מוכרם,F,Muslim,70
כלילה,F,Jewish,70
מברטו,M,Jewish,70
נביה,M,Christian-Arab,70
נרימאן,F,Druze,70
סברין,F,Jewish,70
פטרו,M,Jewish,70
רפעה,F,Muslim,70
דוידה,F,Jewish,70
טייבה,F,Muslim,70
אשרקת,F,Muslim,70
מיאר,F,Christian-Arab,70
גמילה,F,Druze,70
רוי,M,Druze,70
רזיה,F,Jewish,70
מאהל,M,Muslim,70
שחרית,F,Jewish,70
אגת,F,Jewish,70
רודינה,F,Druze,70
שיאון,M,Jewish,70
לביא,F,Jewish,70
ניקולאס,M,Jewish,70
לוג'אין,F,Muslim,70
דיאא,M,Druze,70
מטאנס,M,Christian-Arab,70
נלסון,M,Jewish,70
ברהאן,M,Muslim,70
אוסנת,F,Muslim,70
שרה,F,Christian-Arab,70
גולייט,F,Jewish,70
בראאה,F,Druze,70
רוביר,M,Christian-Arab,70
גברה,M,Jewish,70
רוזמרי,F,Jewish,70
חיימה,M,Jewish,70
אשרית,F,Jewish,70
יורה,M,Jewish,70
זהאנה,F,Muslim,70
שמחוני,M,Jewish,70
יורן,M,Jewish,70
דארין,F,Christian-Arab,70
הנה,F,Jewish,70
ארסלאן,M,Muslim,70
ניסל,F,Jewish,70
אלבה,F,Jewish,70
שועאע,F,Muslim,70
נביהה,F,Druze,70
אנדרה,F,Jewish,70
קרם,M,Muslim,70
רוזא,F,Muslim,70
שבי,F,Jewish,70
ננולי,F,Jewish,70
הידאיה,F,Muslim,70
ישיוורק,F,Jewish,69
איסם,M,Muslim,69
צהיי,F,Jewish,69
ג'יימי,M,Jewish,69
ונדי,F,Jewish,69
מיקול,F,Jewish,69
נירמין,F,Muslim,69
הדרי,F,Jewish,69
נילי,F,Christian-Arab,69
טירנה,F,Jewish,69
חיתם,F,Muslim,69
רנדי,F,Jewish,69
נזאם,M,Muslim,69
אמארה,F,Muslim,69
ברנו,F,Jewish,69
קנז,F,Muslim,69
ריבחי,M,Muslim,69
גריס,F,Christian-Arab,69
האבטאם,F,Jewish,69
פאתנה,F,Druze,69
נאירה,F,Jewish,69
קסאו,M,Jewish,69
תריא,F,Muslim,69
סיראג',M,Druze,69
ארנית,F,Jewish,69
מלחז,M,Jewish,69
מיאדה,F,Druze,69
וירג'יני,F,Jewish,69
רומה,F,Jewish,69
רייצל,F,Jewish,69
תאה,F,Jewish,69
אסטבן,M,Jewish,69
יואנה,F,Jewish,69
צבר,M,Jewish,69
ליעם,F,Jewish,69
מאלאק,F,Muslim,69
אסלה,F,Muslim,69
סאהר,F,Druze,69
נוהר,M,Jewish,69
נועמי,F,Jewish,69
לים,F,Christian-Arab,69
סוהילה,F,Druze,69
ליבנה,M,Jewish,69
אספירה,F,Jewish,69
פאולו,M,Jewish,69
אלאן,M,Jewish,69
פכרי,M,Muslim,69
מג'דלין,F,Muslim,69
הירש,M,Jewish,69
אייבי,F,Jewish,69
כרם,F,Muslim,69
יון,M,Jewish,69
אקסל,M,Jewish,68
מאילי,F,Jewish,68
אשחר,F,Jewish,68
סילואן,F,Muslim,68
ופיקה,F,Druze,68
אנדראוס,M,Christian-Arab,68
צ'ארלס,M,Jewish,68
נוהאד,F,Christian-Arab,68
אינעאם,F,Christian-Arab,68
נועם,F,Muslim,68
סנדרה,F,Christian-Arab,68
הונידה,F,Muslim,68
מונאי,F,Muslim,68
פגי,F,Jewish,68
רפאל,M,Christian-Arab,68
אמנה,F,Jewish,68
כנעאן,M,Muslim,68
בריינה,F,Jewish,68
מריים,F,Muslim,68
מנגיסטו,M,Jewish,68
קטי,F,Christian-Arab,68
מארו,M,Jewish,68
אלכסנדר,M,Christian-Arab,68
לוקמאן,M,Muslim,68
רהאף,F,Muslim,68
חאתמה,F,Muslim,68
אנג'אם,F,Muslim,68
הושע,M,Jewish,68
מדלין,F,Christian-Arab,68
לוריא,F,Jewish,68
פאולין,F,Jewish,68
שארל,M,Jewish,68
בהיה,F,Druze,68
סלם,M,Muslim,68
תריז,F,Christian-Arab,68
איזה,F,Jewish,68
מהראן,M,Druze,68
נעכא,F,Jewish,68
בונים,M,Jewish,68
זבידה,F,Muslim,68
קארים,M,Muslim,68
מריטו,F,Jewish,68
דובב,M,Jewish,68
מתקאל,M,Muslim,68
ליו,F,Jewish,68
נג'את,F,Christian-Arab,68
באשא,F,Jewish,68
מיכאיל,M,Christian-Arab,68
אנטוניו,M,Jewish,68
טקלה,F,Jewish,68
רויאל,F,Jewish,68
יאמין,M,Muslim,67
נובה,F,Jewish,67
יעקוב,M,Druze,67
ממיט,F,Jewish,67
היוט,F,Jewish,67
פייגע,F,Jewish,67
רג'א,M,Druze,67
לורה,F,Christian-Arab,67
אריס,F,Muslim,67
גקי,M,Jewish,67
הייפא,F,Muslim,67
שראל,F,Jewish,67
גזאלה,F,Druze,67
מרזוק,M,Muslim,67
לתין,F,Muslim,67
הוורד,M,Jewish,67
גוטא,F,Jewish,67
אוהב,F,Jewish,67
ופיק,M,Druze,67
רבעה,F,Muslim,67
תומי,F,Jewish,67
עזאת,M,Druze,67
כיאן,M,Muslim,67
קליר,F,Jewish,67
פוריה,F,Jewish,67
סדיקה,F,Muslim,67
נאזק,F,Muslim,67
שלי,M,Jewish,67
ליענה,F,Jewish,67
סיניאל,F,Muslim,67
תוקה,F,Muslim,67
נידל,M,Muslim,67
סאמי,M,Jewish,67
יוג'ין,M,Jewish,67
תאו,M,Jewish,67
אסיד,M,Muslim,67
לורט,F,Jewish,67
כפאח,M,Muslim,67
ג'יזל,F,Christian-Arab,67
ישר,M,Jewish,67
לוטפי,M,Druze,67
רואד,M,Christian-Arab,67
פיקדו,M,Jewish,67
לואיסה,F,Jewish,67
גביינש,F,Jewish,67
אולי,F,Jewish,67
טויבי,F,Jewish,67
פריאל,F,Druze,66
אירקלי,M,Jewish,66
חרביה,F,Muslim,66
נארימן,F,Muslim,66
סמוד,F,Muslim,66
טנה,F,Jewish,66
אלכס,M,Christian-Arab,66
מושיק,M,Jewish,66
מצטפא,M,Muslim,66
פיונה,F,Jewish,66
בהג'ה,F,Muslim,66
נג'ם,F,Druze,66
הדייה,F,Muslim,66
ריסה,F,Jewish,66
אליא,M,Christian-Arab,66
וורקנך,M,Jewish,66
טיבור,M,Jewish,66
עתיר,M,Jewish,66
איוונה,F,Jewish,66
נטאליה,F,Jewish,66
מנוור,F,Muslim,66
אסכנדר,M,Christian-Arab,66
רפעאת,M,Muslim,66
גלנה,F,Jewish,66
גלאור,F,Jewish,66
מותנא,M,Muslim,66
רובין,M,Druze,66
גרשום,M,Jewish,66
יאנה,F,Druze,66
כחל,F,Jewish,66
סטיב,M,Christian-Arab,66
עזייה,F,Muslim,66
לרין,F,Christian-Arab,66
זינדין,M,Muslim,66
קייסר,M,Muslim,66
גרייס,M,Christian-Arab,66
רוזאלין,F,Muslim,66
מאל,F,Jewish,66
מרלן,F,Christian-Arab,66
שונמית,F,Jewish,66
לסלי,M,Jewish,66
אלמס,F,Jewish,66
יוניס,M,Muslim,66
יהלומית,F,Jewish,66
קאוסר,F,Muslim,66
מהנא,M,Druze,66
גסון,F,Muslim,66
דנייל,M,Jewish,66
פול,M,Christian-Arab,66
אייבי,M,Jewish,66
טוליפ,F,Muslim,66
מאיסון,F,Muslim,66
דיאן,F,Muslim,66
דיאן,M,Druze,66
קנת,M,Jewish,66
סלי,M,Jewish,66
אבגיל,F,Jewish,66
פדווה,F,Muslim,66
סלאם,F,Jewish,65
ברניס,F,Jewish,65
פואד,M,Jewish,65
דלל,F,Muslim,65
זהידה,F,Muslim,65
אסנקו,F,Jewish,65
מרלין,F,Druze,65
לוטפייה,F,Muslim,65
אדיטה,F,Jewish,65
פרנסואה,M,Jewish,65
אנוש,M,Jewish,65
קטרינה,F,Christian-Arab,65
דורין,F,Muslim,65
טשארנא,F,Jewish,65
קלרה,F,Christian-Arab,65
לי-שי,M,Jewish,65
פחריה,F,Muslim,65
ווביט,F,Jewish,65
נגסט,F,Jewish,65
שינה,F,Jewish,65
תים,M,Druze,65
מוריץ,M,Jewish,65
וג'יהא,F,Muslim,65
פרח,M,Muslim,65
ג'יהאן,F,Christian-Arab,65
מאג'די,M,Muslim,65
עפיפה,F,Christian-Arab,65
נואר,M,Muslim,65
אשתיאק,F,Muslim,65
לורן,F,Muslim,65
עוטרה,F,Muslim,65
ריף,F,Muslim,65
רינתיה,F,Jewish,65
מייסם,F,Druze,65
נארין,F,Muslim,65
אתיר,M,Muslim,65
רוחלה,F,Jewish,65
מירנה,F,Jewish,65
ישי,F,Jewish,65
אליס,M,Jewish,65
ג'ייק,M,Jewish,65
גאנא,F,Muslim,65
מלקה,F,Christian-Arab,65
ענדליב,F,Muslim,64
נשאת,M,Druze,64
אנדי,F,Jewish,64
טטינה,F,Jewish,64
אנס,M,Druze,64
סלימה,F,Druze,64
דיב,M,Christian-Arab,64
נסרי,M,Christian-Arab,64
ג'נאן,F,Druze,64
זכי,M,Christian-Arab,64
אווה,F,Muslim,64
סמארה,F,Muslim,64
ירושה,F,Jewish,64
אימבט,F,Jewish,64
מלנה,F,Jewish,64
ורברה,F,Jewish,64
אלאור,F,Jewish,64
ישארג,F,Jewish,64
מאריטו,F,Jewish,64
ג'ולאן,M,Druze,64
ג'וליא,F,Christian-Arab,64
טאלה,F,Muslim,64
רחל,F,Muslim,64
תמאדר,F,Muslim,64
ג'ויה,F,Jewish,64
הרברט,M,Jewish,64
אניסה,F,Christian-Arab,64
דאהש,M,Muslim,64
ימנה,F,Jewish,64
כליפה,M,Jewish,64
פלביה,F,Jewish,64
עומרית,F,Jewish,64
סמסון,M,Jewish,64
ריצארד,M,Jewish,64
אשלי,M,Jewish,64
כנדה,F,Muslim,64
שמס,M,Druze,64
מל,F,Jewish,64
דגיטו,F,Jewish,64
אמלי,F,Muslim,64
רומה,M,Jewish,64
קרן,M,Jewish,64
דואה,F,Muslim,64
נטף,F,Jewish,64
שמר,M,Jewish,64
גאנית,F,Christian-Arab,64
מהנז,F,Jewish,64
סלח,M,Jewish,64
מישלין,F,Christian-Arab,64
מועז,M,Muslim,64
שוני,M,Jewish,63
שחאדה,M,Christian-Arab,63
סימו,M,Jewish,63
ירושלים,F,Jewish,63
נאהדה,F,Christian-Arab,63
דלאל,F,Christian-Arab,63
גיית',M,Muslim,63
ראשא,F,Muslim,63
גוזף,M,Christian-Arab,63
יוהאן,M,Jewish,63
ראמיה,F,Muslim,63
בר-אל,M,Jewish,63
וחיד,M,Druze,63
אושריאל,M,Jewish,63
יבגניי,M,Jewish,63
קלודט,F,Jewish,63
רוחה,F,Jewish,63
יוהד,M,Jewish,63
קותיבה,M,Muslim,63
אומימה,F,Druze,63
סילביה,F,Christian-Arab,63
עיד,M,Christian-Arab,63
מרם,F,Muslim,63
סול,F,Muslim,63
סטפאני,F,Jewish,63
ניראל,F,Jewish,63
מרגוט,F,Jewish,63
ג'אנת,F,Muslim,63
חמי,M,Jewish,63
כינאן,M,Druze,63
בסמה,F,Druze,63
תמאם,F,Christian-Arab,63
זינאב,F,Muslim,63
אן,F,Muslim,63
ראשל,F,Jewish,63
וג'יה,M,Druze,63
נחה,F,Jewish,63
גואנה,F,Muslim,63
בוריסלב,M,Jewish,63
אראם,M,Christian-Arab,63
אלמנך,M,Jewish,63
בלימי,F,Jewish,63
מורן,F,Druze,63
ג'אלב,M,Muslim,63
איאנה,F,Muslim,63
ג'ונס,M,Jewish,63
אורייאן,F,Jewish,63
רונזה,F,Christian-Arab,63
הילאנה,F,Muslim,63
ליאונה,F,Jewish,63
סיליה,F,Jewish,63
מוזנה,F,Muslim,63
חוליאן,M,Jewish,63
בר אל,M,Jewish,63
מהנא,M,Muslim,63
מימון,M,Muslim,63
טאדילה,F,Jewish,63
איון,M,Jewish,63
רבקי,F,Jewish,62
נזיהה,F,Muslim,62
אניק,F,Jewish,62
בותינה,F,Druze,62
כריסטיאן,M,Jewish,62
הית'ם,M,Muslim,62
נהיד,F,Jewish,62
ברהן,M,Jewish,62
מועאד',M,Druze,62
פולה,F,Muslim,62
יאלי,M,Jewish,62
לאנה,F,Druze,62
בלטו,F,Jewish,62
פאוזי,M,Druze,62
מישי,M,Jewish,62
קיטי,F,Jewish,62
קייטי,F,Jewish,62
סאוסאן,F,Muslim,62
גואל,F,Jewish,62
נואית,F,Jewish,62
סלמה,F,Christian-Arab,62
ויג'דאן,F,Muslim,62
לינט,F,Jewish,62
זאהי,M,Druze,62
נצנת,F,Jewish,62
גן,M,Jewish,62
ברוג',F,Muslim,62
איוה,F,Jewish,62
נגייה,F,Muslim,62
נסם,F,Muslim,62
ראמז,M,Druze,62
משה,M,Muslim,62
גאלב,M,Druze,62
וירה,F,Jewish,62
אדיס,M,Jewish,62
גת,F,Jewish,62
הייאם,F,Muslim,62
ווגדאן,F,Muslim,62
טאריק,M,Muslim,62
אלטייב,M,Muslim,62
אוניל,M,Druze,62
סבלי,M,Jewish,62
מונאיה,F,Muslim,62
פטרישיה,F,Jewish,62
חלאס,F,Muslim,62
מוטיע,M,Muslim,62
פידא,M,Muslim,62
סהראב,F,Muslim,62
אליעם,M,Jewish,62
ג'ידאא,F,Muslim,62
אזמרה,F,Jewish,62
טרויה,F,Jewish,62
רוס,M,Jewish,62
נאדי,M,Muslim,62
איבגני,M,Jewish,62
אזדיהאר,F,Muslim,62
בראל,F,Jewish,62
נתלי,F,Muslim,62
טיימורז,M,Jewish,62
רולן,M,Jewish,62
לאונל,M,Jewish,62
אלטה,F,Jewish,62
בירן,M,Jewish,62
רגד,F,Christian-Arab,62
רודריגו,M,Jewish,62
נטליה,F,Muslim,62
טנא,M,Jewish,62
מוראל,M,Jewish,62
אריא,F,Jewish,62
אליסאר,F,Muslim,62
בללה,F,Jewish,62
לידיה,F,Christian-Arab,61
לואאי,M,Muslim,61
צלה,F,Jewish,61
עבדלרחמן,M,Muslim,61
נאהד,F,Druze,61
נורמאן,F,Muslim,61
עאהד,M,Druze,61
שהין,F,Jewish,61
ג'ואן,F,Christian-Arab,61
אגנטה,F,Jewish,61
פיצל,M,Muslim,61
ריף,M,Druze,61
שימחה,F,Jewish,61
רסלאן,M,Druze,61
מחמד,M,Muslim,61
לאונור,F,Jewish,61
נירוז,F,Druze,61
קתרין,F,Muslim,61
אסטר,F,Jewish,61
אנג'ל,F,Christian-Arab,61
מאוריציו,M,Jewish,61
רויה,F,Muslim,61
לירוי,F,Jewish,61
אסתל,F,Jewish,61
אנתוני,M,Jewish,61
ניבל,F,Muslim,61
מרית,F,Jewish,61
ניעמה,M,Christian-Arab,61
נאורס,M,Muslim,61
ארון,M,Jewish,61
